order_key,customer_key,order_timestamp,order_status,payment_method,shipping_region,fulfillment_center
ORD-000911,CUST-000374,2025-07-23 06:00:00,Delivered,Direct Bank Transfer,PA,FC-Central-03
ORD-000912,CUST-000098,2025-02-12 08:32:00,Processing,Credit Card,IL,FC-North-05
ORD-000913,CUST-000035,2025-11-24 08:41:00,Delivered,Buy Now Pay Later,NY,FC-South-04
ORD-000915,CUST-000488,2025-10-15 20:29:00,Shipped,Buy Now Pay Later,GA,FC-West-02
ORD-000916,CUST-000565,2026-05-07 03:02:00,Shipped,Apple Pay,WA,FC-East-01
ORD-000917,CUST-000158,2026-01-23 23:11:00,Delivered,PayPal,OH,FC-East-01
ORD-000918,CUST-000124,2024-03-29 14:40:00,Delivered,Credit Card,CA,FC-Central-03
ORD-000919,CUST-000564,2024-11-11 06:41:00,Delivered,Direct Bank Transfer,PA,FC-East-01
ORD-000920,CUST-000328,2026-01-27 05:57:00,Delivered,Direct Bank Transfer,NC,FC-Central-03
ORD-000921,CUST-000015,2025-12-12 12:26:00,Delivered,Credit Card,FL,FC-East-01
ORD-000922,CUST-000520,2024-07-01 23:17:00,Delivered,Credit Card,GA,FC-West-02
ORD-000923,CUST-000046,2024-11-09 19:12:00,Delivered,Direct Bank Transfer,TX,FC-South-04
ORD-000924,CUST-000004,2024-12-15 08:35:00,Shipped,Apple Pay,PA,FC-East-01
ORD-000925,CUST-000483,2025-09-04 22:05:00,Cancelled,Direct Bank Transfer,CA,FC-South-04
ORD-000926,CUST-000121,2024-05-03 05:46:00,Delivered,Credit Card,PA,FC-West-02
ORD-000929,CUST-000197,2026-03-07 23:08:00,Delivered,Apple Pay,OH,FC-East-01
ORD-000930,CUST-000297,2024-08-01 08:08:00,Delivered,Direct Bank Transfer,OH,FC-Central-03
ORD-000931,CUST-000234,2026-06-05 06:17:00,Shipped,PayPal,IL,FC-West-02
ORD-000932,CUST-000268,2026-01-15 14:16:00,Returned,Credit Card,PA,FC-South-04
ORD-000933,CUST-000599,2025-02-07 11:49:00,Shipped,Direct Bank Transfer,CO,FC-South-04
ORD-000934,CUST-000176,2024-03-09 18:24:00,Cancelled,PayPal,WA,FC-North-05
ORD-000935,CUST-000218,2026-01-20 13:22:00,Returned,Apple Pay,PA,FC-West-02
ORD-000936,CUST-000522,2025-08-18 23:50:00,Delivered,Apple Pay,NC,FC-East-01
ORD-000937,CUST-000218,2024-10-22 06:29:00,Delivered,Apple Pay,CA,FC-East-01
ORD-000938,CUST-000536,2025-12-06 20:11:00,Delivered,Buy Now Pay Later,GA,FC-West-02
ORD-000939,CUST-000608,2024-12-27 11:36:00,Returned,Buy Now Pay Later,NY,FC-North-05
ORD-000940,CUST-000335,2026-01-19 03:40:00,Delivered,Apple Pay,TX,FC-East-01
ORD-000941,CUST-000437,2025-06-01 10:21:00,Delivered,Credit Card,PA,FC-West-02
ORD-000942,CUST-000317,2024-07-16 14:34:00,Processing,PayPal,GA,FC-East-01
ORD-000943,CUST-000641,2025-05-13 18:36:00,Delivered,Buy Now Pay Later,GA,FC-South-04
ORD-000944,CUST-000252,2024-10-16 23:23:00,Shipped,Direct Bank Transfer,GA,FC-Central-03
ORD-000945,CUST-000415,2024-12-04 01:59:00,Delivered,PayPal,CA,FC-North-05
ORD-000946,CUST-000437,2025-04-12 08:36:00,Returned,Buy Now Pay Later,NY,FC-North-05
ORD-000947,CUST-000169,2025-07-09 05:59:00,Processing,Apple Pay,MI,FC-North-05
ORD-000949,CUST-000346,2026-04-18 01:05:00,Shipped,Apple Pay,PA,FC-West-02
ORD-000950,CUST-000475,2025-03-12 05:29:00,Delivered,Credit Card,FL,FC-West-02
ORD-000951,CUST-000178,2024-12-05 09:05:00,Delivered,PayPal,FL,FC-West-02
ORD-000953,CUST-000006,2025-06-03 05:22:00,Shipped,Credit Card,NC,FC-South-04
ORD-000954,CUST-000408,2026-01-16 06:58:00,Delivered,Buy Now Pay Later,GA,FC-South-04
ORD-000955,CUST-000251,2026-03-23 03:24:00,Delivered,PayPal,TX,FC-Central-03
ORD-000956,CUST-000414,2026-04-02 10:57:00,Delivered,Apple Pay,WA,FC-South-04
ORD-000957,CUST-000408,2025-07-31 02:22:00,Delivered,Buy Now Pay Later,NY,FC-North-05
ORD-000958,CUST-000230,2025-10-16 05:49:00,Delivered,PayPal,PA,FC-Central-03
ORD-000959,CUST-000353,2025-06-28 00:39:00,Delivered,Direct Bank Transfer,CA,FC-South-04
ORD-000960,CUST-000238,2024-06-21 15:12:00,Delivered,Credit Card,IL,FC-West-02
ORD-000961,CUST-000451,2024-05-06 10:24:00,Processing,PayPal,TX,FC-South-04
ORD-000962,CUST-000295,2024-12-15 12:43:00,Delivered,Buy Now Pay Later,IL,FC-East-01
ORD-000963,CUST-000437,2024-08-02 05:25:00,Delivered,Direct Bank Transfer,GA,FC-East-01
ORD-000964,CUST-000085,2025-01-20 21:46:00,Cancelled,Credit Card,NY,FC-South-04
ORD-000965,CUST-000166,2024-12-23 04:36:00,Delivered,Direct Bank Transfer,CO,FC-South-04
ORD-000966,CUST-000471,2024-02-12 15:41:00,Shipped,Buy Now Pay Later,NY,FC-South-04
ORD-000967,CUST-000314,2025-04-11 08:47:00,Delivered,Credit Card,GA,FC-North-05
ORD-000969,CUST-000116,2026-04-15 05:27:00,Shipped,Direct Bank Transfer,CO,FC-South-04
ORD-000970,CUST-000082,2024-07-03 00:21:00,Processing,Direct Bank Transfer,FL,FC-Central-03
ORD-000971,CUST-000534,2026-05-13 19:46:00,Delivered,Buy Now Pay Later,NY,FC-South-04
ORD-000972,CUST-000481,2024-11-15 01:07:00,Delivered,Buy Now Pay Later,PA,FC-South-04
ORD-000973,CUST-000052,2025-10-06 21:23:00,Shipped,Apple Pay,PA,FC-South-04
ORD-000974,CUST-000307,2026-03-27 00:34:00,Delivered,Apple Pay,IL,FC-West-02
ORD-000975,CUST-000370,2025-04-03 00:28:00,Delivered,Apple Pay,CO,FC-Central-03
ORD-000976,CUST-000037,2025-10-03 03:22:00,Delivered,Credit Card,MI,FC-North-05
ORD-000977,CUST-000410,2024-10-12 05:05:00,Returned,Direct Bank Transfer,TX,FC-East-01
ORD-000979,CUST-000642,2024-10-07 23:52:00,Delivered,Direct Bank Transfer,GA,FC-North-05
ORD-000980,CUST-000042,2024-04-19 10:23:00,Shipped,Credit Card,WA,FC-West-02
ORD-000981,CUST-000105,2025-02-26 16:46:00,Delivered,Credit Card,CO,FC-Central-03
ORD-000982,CUST-000313,2025-04-08 12:01:00,Delivered,PayPal,MI,FC-Central-03
ORD-000983,CUST-000082,2026-06-06 13:07:00,Delivered,PayPal,IL,FC-North-05
ORD-000984,CUST-000314,2025-10-23 16:34:00,Delivered,PayPal,PA,FC-East-01
ORD-000985,CUST-000594,2025-05-30 06:48:00,Delivered,Buy Now Pay Later,MI,FC-Central-03
ORD-000986,CUST-000192,2024-11-10 16:42:00,Processing,Credit Card,OH,FC-North-05
ORD-000987,CUST-000187,2025-12-26 09:17:00,Shipped,Credit Card,FL,FC-South-04
ORD-000988,CUST-000020,2026-04-11 13:42:00,Delivered,PayPal,IL,FC-Central-03
ORD-000989,CUST-000479,2025-10-06 20:20:00,Delivered,Credit Card,FL,FC-West-02
ORD-000990,CUST-000019,2026-01-27 10:14:00,Delivered,Credit Card,IL,FC-North-05
ORD-000991,CUST-000633,2026-05-27 14:37:00,Returned,Buy Now Pay Later,PA,FC-North-05
ORD-000992,CUST-000561,2025-03-05 15:59:00,Cancelled,Direct Bank Transfer,PA,FC-East-01
ORD-000993,CUST-000353,2024-12-24 11:52:00,Cancelled,Buy Now Pay Later,GA,FC-West-02
ORD-000994,CUST-000517,2024-09-03 17:44:00,Delivered,PayPal,IL,FC-South-04
ORD-000995,CUST-000417,2024-03-05 21:54:00,Delivered,Direct Bank Transfer,CO,FC-East-01
ORD-000996,CUST-000505,2025-08-28 11:05:00,Delivered,PayPal,PA,FC-North-05
ORD-000997,CUST-000315,2024-11-25 10:28:00,Delivered,Buy Now Pay Later,TX,FC-East-01
ORD-000998,CUST-000649,2025-09-21 05:39:00,Delivered,Apple Pay,OH,FC-North-05
ORD-000999,CUST-000431,2026-03-25 00:48:00,Delivered,Apple Pay,MI,FC-North-05
ORD-001000,CUST-000509,2024-09-28 12:58:00,Returned,Direct Bank Transfer,OH,FC-West-02
ORD-001001,CUST-000631,2026-06-20 03:06:00,Delivered,Buy Now Pay Later,FL,FC-West-02
ORD-001002,CUST-000115,2025-09-07 09:11:00,Delivered,PayPal,NC,FC-South-04
ORD-001003,CUST-000424,2025-01-26 06:26:00,Shipped,Direct Bank Transfer,PA,FC-Central-03
ORD-001004,CUST-000376,2025-11-07 03:42:00,Delivered,Apple Pay,NC,FC-North-05
ORD-001005,CUST-000552,2025-03-08 07:54:00,Shipped,Buy Now Pay Later,GA,FC-South-04
ORD-001006,CUST-000297,2026-05-26 14:10:00,Delivered,PayPal,IL,FC-South-04
ORD-001007,CUST-000004,2025-07-30 10:48:00,Processing,Buy Now Pay Later,CO,FC-West-02
ORD-001008,CUST-000102,2025-02-27 18:41:00,Delivered,Buy Now Pay Later,OH,FC-South-04
ORD-001009,CUST-000195,2025-11-13 00:39:00,Delivered,PayPal,WA,FC-West-02
ORD-001010,CUST-000644,2025-06-30 02:38:00,Delivered,Direct Bank Transfer,NY,FC-South-04
ORD-001011,CUST-000337,2025-10-17 07:10:00,Delivered,Direct Bank Transfer,CO,FC-South-04
ORD-001012,CUST-000095,2025-02-14 00:47:00,Delivered,Direct Bank Transfer,NC,FC-South-04
ORD-001013,CUST-000530,2026-07-04 06:54:00,Delivered,PayPal,PA,FC-South-04
ORD-001014,CUST-000248,2024-07-29 15:59:00,Delivered,PayPal,TX,FC-Central-03
ORD-001015,CUST-000304,2024-04-07 00:13:00,Shipped,Direct Bank Transfer,GA,FC-South-04
ORD-001016,CUST-000253,2026-01-01 19:28:00,Delivered,PayPal,GA,FC-West-02
ORD-001017,CUST-000519,2025-11-18 03:51:00,Delivered,Direct Bank Transfer,TX,FC-Central-03
ORD-001018,CUST-000253,2025-05-19 23:04:00,Delivered,Credit Card,CO,FC-East-01
ORD-001019,CUST-000422,2026-07-07 16:30:00,Processing,Buy Now Pay Later,OH,FC-East-01
ORD-001020,CUST-000269,2026-02-03 17:07:00,Delivered,Direct Bank Transfer,MI,FC-North-05
ORD-001021,CUST-000025,2025-04-25 15:52:00,Delivered,Credit Card,OH,FC-Central-03
ORD-001022,CUST-000041,2025-02-07 12:45:00,Processing,Direct Bank Transfer,OH,FC-South-04
ORD-001023,CUST-000129,2024-05-17 04:54:00,Delivered,Apple Pay,CA,FC-North-05
ORD-001024,CUST-000175,2025-02-10 13:42:00,Shipped,Apple Pay,FL,FC-West-02
ORD-001025,CUST-000500,2024-09-03 08:06:00,Delivered,Apple Pay,GA,FC-East-01
ORD-001026,CUST-000510,2026-03-12 07:48:00,Delivered,Apple Pay,IL,FC-Central-03
ORD-001027,CUST-000461,2025-01-04 14:44:00,Delivered,Apple Pay,IL,FC-North-05
ORD-001028,CUST-000618,2024-03-08 04:09:00,Cancelled,Direct Bank Transfer,NY,FC-Central-03
ORD-001029,CUST-000229,2025-02-14 18:23:00,Delivered,Apple Pay,MI,FC-Central-03
ORD-001030,CUST-000164,2025-09-04 20:19:00,Delivered,Buy Now Pay Later,CO,FC-South-04
ORD-001031,CUST-000305,2024-07-08 23:51:00,Delivered,PayPal,WA,FC-West-02
ORD-001032,CUST-000303,2026-06-29 12:16:00,Delivered,PayPal,FL,FC-East-01
ORD-001033,CUST-000605,2024-12-07 04:37:00,Delivered,Credit Card,PA,FC-Central-03
ORD-001034,CUST-000527,2026-03-05 16:25:00,Delivered,Buy Now Pay Later,TX,FC-North-05
ORD-001035,CUST-000357,2025-11-21 04:37:00,Delivered,Direct Bank Transfer,NC,FC-Central-03
ORD-001036,CUST-000388,2025-02-22 15:41:00,Delivered,PayPal,GA,FC-North-05
ORD-001037,CUST-000181,2025-06-10 12:00:00,Delivered,Credit Card,FL,FC-Central-03
ORD-001038,CUST-000320,2024-08-30 07:09:00,Delivered,Apple Pay,MI,FC-North-05
ORD-001039,CUST-000124,2025-11-27 06:22:00,Delivered,Buy Now Pay Later,WA,FC-South-04
ORD-001040,CUST-000013,2026-06-10 23:54:00,Delivered,Direct Bank Transfer,MI,FC-West-02
ORD-001041,CUST-000210,2025-02-07 21:02:00,Delivered,Buy Now Pay Later,PA,FC-East-01
ORD-001042,CUST-000526,2024-04-09 08:35:00,Delivered,Direct Bank Transfer,CA,FC-North-05
ORD-001043,CUST-000058,2025-05-03 18:33:00,Delivered,PayPal,IL,FC-West-02
ORD-001044,CUST-000189,2026-01-07 20:54:00,Delivered,PayPal,MI,FC-West-02
ORD-001045,CUST-000473,2024-07-31 01:38:00,Delivered,Apple Pay,IL,FC-North-05
ORD-001046,CUST-000095,2026-03-02 06:46:00,Shipped,Credit Card,NC,FC-West-02
ORD-001047,CUST-000314,2024-04-03 06:14:00,Delivered,PayPal,WA,FC-North-05
ORD-001049,CUST-000075,2024-08-20 15:07:00,Delivered,Buy Now Pay Later,GA,FC-East-01
ORD-001050,CUST-000204,2024-05-13 17:37:00,Shipped,PayPal,GA,FC-North-05
ORD-001051,CUST-000311,2025-09-05 00:37:00,Delivered,Buy Now Pay Later,MI,FC-East-01
ORD-001052,CUST-000459,2026-04-07 20:12:00,Delivered,Direct Bank Transfer,GA,FC-North-05
ORD-001053,CUST-000001,2024-10-15 13:38:00,Delivered,Apple Pay,CO,FC-South-04
ORD-001054,CUST-000182,2025-01-02 16:30:00,Cancelled,Direct Bank Transfer,CO,FC-Central-03
ORD-001058,CUST-000169,2024-08-02 02:48:00,Shipped,Buy Now Pay Later,CA,FC-Central-03
ORD-001059,CUST-000459,2025-01-16 20:43:00,Delivered,Direct Bank Transfer,FL,FC-West-02
ORD-001060,CUST-000113,2026-03-23 07:13:00,Delivered,Apple Pay,IL,FC-North-05
ORD-001061,CUST-000332,2026-03-26 16:30:00,Delivered,Credit Card,WA,FC-Central-03
ORD-001062,CUST-000218,2025-09-07 21:09:00,Cancelled,Apple Pay,FL,FC-West-02
ORD-001063,CUST-000410,2026-04-15 05:54:00,Delivered,PayPal,CO,FC-North-05
ORD-001065,CUST-000278,2024-09-22 08:30:00,Returned,Apple Pay,TX,FC-Central-03
ORD-001066,CUST-000317,2025-01-07 23:22:00,Delivered,Apple Pay,IL,FC-South-04
ORD-001067,CUST-000441,2025-08-30 12:48:00,Delivered,Buy Now Pay Later,OH,FC-East-01
ORD-001068,CUST-000057,2025-03-25 11:41:00,Delivered,PayPal,IL,FC-South-04
ORD-001069,CUST-000020,2026-05-19 22:12:00,Delivered,PayPal,IL,FC-Central-03
ORD-001070,CUST-000387,2024-02-25 10:27:00,Delivered,Buy Now Pay Later,NC,FC-Central-03
ORD-001071,CUST-000580,2026-02-26 06:51:00,Delivered,PayPal,NC,FC-North-05
ORD-001072,CUST-000456,2026-06-26 08:06:00,Shipped,Credit Card,TX,FC-West-02
ORD-001073,CUST-000338,2026-02-10 15:46:00,Shipped,Direct Bank Transfer,NY,FC-South-04
ORD-001074,CUST-000404,2026-01-05 22:31:00,Delivered,PayPal,WA,FC-Central-03
ORD-001075,CUST-000608,2025-02-19 01:06:00,Delivered,Credit Card,IL,FC-Central-03
ORD-001076,CUST-000557,2025-02-13 14:59:00,Delivered,Apple Pay,GA,FC-East-01
ORD-001077,CUST-000139,2026-03-09 02:20:00,Cancelled,Buy Now Pay Later,TX,FC-West-02
ORD-001078,CUST-000612,2024-12-03 18:12:00,Delivered,Direct Bank Transfer,GA,FC-East-01
ORD-001079,CUST-000254,2025-01-01 18:34:00,Delivered,Apple Pay,NC,FC-North-05
ORD-001080,CUST-000302,2026-01-07 00:08:00,Delivered,Credit Card,PA,FC-Central-03
ORD-001081,CUST-000462,2026-03-07 06:11:00,Delivered,Apple Pay,FL,FC-South-04
ORD-001082,CUST-000477,2025-02-05 10:12:00,Delivered,Apple Pay,WA,FC-Central-03
ORD-001083,CUST-000024,2024-06-23 03:41:00,Shipped,Buy Now Pay Later,OH,FC-South-04
ORD-001084,CUST-000505,2026-04-28 01:53:00,Delivered,Direct Bank Transfer,NC,FC-East-01
ORD-001085,CUST-000387,2024-02-17 18:27:00,Cancelled,Credit Card,PA,FC-North-05
ORD-001086,CUST-000558,2025-06-18 09:36:00,Delivered,Apple Pay,MI,FC-East-01
ORD-001087,CUST-000078,2025-09-01 02:35:00,Shipped,Credit Card,TX,FC-North-05
ORD-001088,CUST-000532,2026-06-16 02:36:00,Processing,Buy Now Pay Later,CO,FC-North-05
ORD-001089,CUST-000197,2026-03-11 02:49:00,Returned,Buy Now Pay Later,GA,FC-Central-03
ORD-001090,CUST-000468,2026-02-26 04:41:00,Delivered,Apple Pay,TX,FC-East-01
ORD-001091,CUST-000596,2025-01-13 14:33:00,Delivered,Buy Now Pay Later,OH,FC-East-01
ORD-001092,CUST-000595,2024-11-27 00:39:00,Delivered,Buy Now Pay Later,NY,FC-East-01
ORD-001093,CUST-000233,2024-12-27 13:09:00,Delivered,Apple Pay,WA,FC-West-02
ORD-001094,CUST-000339,2025-07-30 14:41:00,Delivered,PayPal,PA,FC-North-05
ORD-001095,CUST-000597,2024-07-06 06:49:00,Returned,PayPal,IL,FC-West-02
ORD-001096,CUST-000187,2024-05-14 00:34:00,Returned,Direct Bank Transfer,TX,FC-East-01
ORD-001097,CUST-000560,2025-01-22 02:20:00,Delivered,Apple Pay,CO,FC-West-02
ORD-001098,CUST-000216,2024-08-25 09:10:00,Delivered,Buy Now Pay Later,FL,FC-Central-03
ORD-001099,CUST-000225,2026-04-01 11:01:00,Processing,PayPal,CA,FC-South-04
ORD-001100,CUST-000389,2024-02-27 14:55:00,Cancelled,PayPal,NY,FC-South-04
ORD-001101,CUST-000463,2025-04-25 12:12:00,Delivered,PayPal,WA,FC-South-04
ORD-001102,CUST-000129,2024-05-06 05:32:00,Delivered,Direct Bank Transfer,CA,FC-North-05
ORD-001103,CUST-000168,2026-03-16 06:07:00,Shipped,Buy Now Pay Later,PA,FC-North-05
ORD-001104,CUST-000328,2025-04-01 06:13:00,Delivered,Credit Card,PA,FC-North-05
ORD-001105,CUST-000495,2024-10-19 16:07:00,Delivered,Buy Now Pay Later,NY,FC-East-01
ORD-001106,CUST-000394,2026-05-03 13:25:00,Returned,Credit Card,PA,FC-Central-03
ORD-001107,CUST-000321,2026-06-06 02:27:00,Returned,Apple Pay,MI,FC-West-02
ORD-001108,CUST-000087,2025-11-28 20:51:00,Cancelled,Buy Now Pay Later,NY,FC-South-04
ORD-001109,CUST-000285,2026-02-17 20:57:00,Shipped,Apple Pay,TX,FC-East-01
ORD-001110,CUST-000257,2024-07-31 18:00:00,Delivered,PayPal,TX,FC-North-05
ORD-001111,CUST-000145,2026-01-12 15:48:00,Delivered,Credit Card,WA,FC-East-01
ORD-001112,CUST-000217,2026-07-07 23:42:00,Delivered,Apple Pay,WA,FC-Central-03
ORD-001114,CUST-000157,2026-03-01 21:11:00,Delivered,Apple Pay,TX,FC-East-01
ORD-001115,CUST-000031,2025-06-24 06:19:00,Delivered,Buy Now Pay Later,IL,FC-Central-03
ORD-001117,CUST-000487,2024-03-07 23:55:00,Shipped,PayPal,NY,FC-South-04
ORD-001119,CUST-000104,2024-02-16 11:57:00,Delivered,PayPal,OH,FC-East-01
ORD-001121,CUST-000139,2026-06-27 19:51:00,Delivered,Credit Card,GA,FC-Central-03
ORD-001123,CUST-000100,2025-06-04 15:47:00,Delivered,Direct Bank Transfer,TX,FC-West-02
ORD-001124,CUST-000227,2025-07-12 04:51:00,Delivered,PayPal,CO,FC-West-02
ORD-001125,CUST-000085,2026-03-03 03:45:00,Shipped,Buy Now Pay Later,WA,FC-Central-03
ORD-001126,CUST-000109,2024-10-13 07:16:00,Delivered,PayPal,PA,FC-Central-03
ORD-001127,CUST-000479,2025-12-16 18:33:00,Delivered,Direct Bank Transfer,IL,FC-North-05
ORD-001128,CUST-000136,2025-01-01 13:23:00,Delivered,PayPal,MI,FC-North-05
ORD-001129,CUST-000036,2026-03-07 12:40:00,Delivered,Credit Card,TX,FC-West-02
ORD-001130,CUST-000015,2024-06-26 20:02:00,Delivered,PayPal,OH,FC-West-02
ORD-001131,CUST-000335,2024-02-12 18:30:00,Delivered,Buy Now Pay Later,FL,FC-Central-03
ORD-001132,CUST-000598,2025-03-22 14:13:00,Delivered,Buy Now Pay Later,IL,FC-North-05
ORD-001133,CUST-000565,2025-04-26 03:47:00,Delivered,Apple Pay,PA,FC-North-05
ORD-001134,CUST-000350,2024-08-09 08:21:00,Delivered,Buy Now Pay Later,GA,FC-North-05
ORD-001135,CUST-000100,2025-12-16 10:48:00,Delivered,Direct Bank Transfer,CA,FC-Central-03
ORD-001136,CUST-000379,2025-04-12 20:01:00,Processing,Direct Bank Transfer,CA,FC-West-02
ORD-001137,CUST-000235,2025-05-14 03:07:00,Delivered,Direct Bank Transfer,TX,FC-Central-03
ORD-001138,CUST-000360,2024-12-11 14:27:00,Delivered,Direct Bank Transfer,NC,FC-East-01
ORD-001139,CUST-000188,2025-03-14 16:12:00,Delivered,PayPal,NY,FC-West-02
ORD-001140,CUST-000206,2026-02-21 23:22:00,Delivered,Direct Bank Transfer,TX,FC-North-05
ORD-001141,CUST-000583,2026-06-30 16:33:00,Delivered,Credit Card,PA,FC-North-05
ORD-001143,CUST-000104,2025-12-28 05:40:00,Processing,Direct Bank Transfer,MI,FC-West-02
ORD-001144,CUST-000157,2025-08-07 19:27:00,Delivered,PayPal,NY,FC-Central-03
ORD-001145,CUST-000415,2024-11-30 12:57:00,Delivered,Direct Bank Transfer,GA,FC-South-04
ORD-001146,CUST-000485,2024-12-26 04:46:00,Cancelled,Apple Pay,CA,FC-East-01
ORD-001147,CUST-000260,2026-01-26 17:42:00,Delivered,Apple Pay,MI,FC-West-02
ORD-001148,CUST-000637,2025-10-01 02:03:00,Delivered,Buy Now Pay Later,TX,FC-West-02
ORD-001149,CUST-000498,2026-05-23 05:48:00,Delivered,PayPal,TX,FC-South-04
ORD-001150,CUST-000435,2025-03-07 18:12:00,Delivered,PayPal,CA,FC-Central-03
ORD-001151,CUST-000234,2024-11-09 04:57:00,Shipped,Buy Now Pay Later,MI,FC-East-01
ORD-001152,CUST-000607,2025-12-20 04:13:00,Delivered,Buy Now Pay Later,CO,FC-West-02
ORD-001153,CUST-000286,2026-03-20 10:00:00,Returned,Credit Card,IL,FC-North-05
ORD-001154,CUST-000543,2024-05-16 20:38:00,Delivered,Buy Now Pay Later,CO,FC-West-02
ORD-001155,CUST-000454,2024-12-02 03:34:00,Delivered,Direct Bank Transfer,TX,FC-South-04
ORD-001156,CUST-000073,2026-03-14 23:21:00,Delivered,Apple Pay,OH,FC-East-01
ORD-001157,CUST-000264,2024-05-26 20:29:00,Delivered,Buy Now Pay Later,TX,FC-North-05
ORD-001158,CUST-000505,2026-03-18 09:14:00,Delivered,Direct Bank Transfer,CA,FC-East-01
ORD-001159,CUST-000627,2025-10-06 11:15:00,Delivered,Buy Now Pay Later,OH,FC-South-04
ORD-001160,CUST-000059,2025-11-15 03:55:00,Delivered,Apple Pay,IL,FC-Central-03
ORD-001161,CUST-000527,2025-01-02 13:42:00,Delivered,Apple Pay,CA,FC-Central-03
ORD-001162,CUST-000014,2024-05-14 22:51:00,Delivered,Buy Now Pay Later,WA,FC-West-02
ORD-001163,CUST-000513,2024-09-14 18:27:00,Delivered,Apple Pay,MI,FC-East-01
ORD-001164,CUST-000506,2025-08-28 19:53:00,Delivered,Direct Bank Transfer,WA,FC-South-04
ORD-001166,CUST-000613,2026-06-08 20:06:00,Shipped,Direct Bank Transfer,CA,FC-East-01
ORD-001167,CUST-000247,2025-02-04 18:43:00,Shipped,Direct Bank Transfer,OH,FC-South-04
ORD-001168,CUST-000041,2025-01-21 20:50:00,Delivered,Buy Now Pay Later,WA,FC-South-04
ORD-001170,CUST-000587,2024-08-04 00:40:00,Delivered,Apple Pay,IL,FC-East-01
ORD-001171,CUST-000428,2026-05-02 00:46:00,Delivered,Buy Now Pay Later,PA,FC-Central-03
ORD-001172,CUST-000357,2025-01-26 07:17:00,Delivered,Buy Now Pay Later,PA,FC-East-01
ORD-001174,CUST-000567,2025-11-25 10:47:00,Delivered,Buy Now Pay Later,TX,FC-Central-03
ORD-001175,CUST-000518,2026-06-27 02:21:00,Delivered,Apple Pay,NC,FC-North-05
ORD-001176,CUST-000236,2024-12-21 09:06:00,Delivered,Credit Card,PA,FC-South-04
ORD-001177,CUST-000646,2025-06-24 20:11:00,Delivered,Buy Now Pay Later,IL,FC-West-02
ORD-001178,CUST-000504,2025-01-25 10:51:00,Shipped,Buy Now Pay Later,TX,FC-Central-03
ORD-001179,CUST-000174,2024-12-27 00:07:00,Cancelled,PayPal,IL,FC-North-05
ORD-001180,CUST-000525,2026-01-18 20:35:00,Delivered,Apple Pay,NC,FC-North-05
ORD-001181,CUST-000184,2025-03-14 19:44:00,Cancelled,Credit Card,CA,FC-West-02
ORD-001182,CUST-000094,2026-01-29 19:58:00,Delivered,Buy Now Pay Later,TX,FC-Central-03
ORD-001183,CUST-000353,2025-07-30 11:25:00,Cancelled,PayPal,CA,FC-South-04
ORD-001184,CUST-000304,2025-10-21 18:05:00,Returned,Apple Pay,GA,FC-West-02
ORD-001185,CUST-000042,2024-10-09 17:09:00,Delivered,Apple Pay,GA,FC-East-01
ORD-001186,CUST-000232,2026-06-03 22:14:00,Shipped,PayPal,GA,FC-West-02
ORD-001187,CUST-000224,2024-06-28 00:18:00,Returned,PayPal,WA,FC-East-01
ORD-001188,CUST-000500,2026-06-08 14:26:00,Cancelled,Direct Bank Transfer,WA,FC-North-05
ORD-001189,CUST-000198,2025-03-29 05:54:00,Returned,Direct Bank Transfer,OH,FC-North-05
ORD-001190,CUST-000596,2025-03-03 23:16:00,Delivered,Apple Pay,OH,FC-Central-03
ORD-001191,CUST-000384,2025-02-08 07:20:00,Delivered,Direct Bank Transfer,CA,FC-Central-03
ORD-001192,CUST-000139,2024-12-26 22:15:00,Processing,Direct Bank Transfer,TX,FC-North-05
ORD-001193,CUST-000100,2026-04-14 16:45:00,Delivered,Buy Now Pay Later,PA,FC-North-05
ORD-001194,CUST-000109,2026-05-07 19:14:00,Delivered,Apple Pay,FL,FC-North-05
ORD-001195,CUST-000482,2024-11-02 18:53:00,Delivered,Credit Card,WA,FC-South-04
ORD-001196,CUST-000454,2025-06-24 18:27:00,Delivered,Credit Card,NY,FC-West-02
ORD-001197,CUST-000580,2025-05-05 17:41:00,Delivered,Credit Card,GA,FC-Central-03
ORD-001198,CUST-000153,2024-04-06 21:22:00,Shipped,Credit Card,WA,FC-Central-03
ORD-001199,CUST-000261,2026-02-15 00:45:00,Delivered,Direct Bank Transfer,OH,FC-South-04
ORD-001200,CUST-000138,2025-03-12 06:42:00,Shipped,Buy Now Pay Later,NC,FC-Central-03
ORD-001201,CUST-000315,2025-01-04 07:36:00,Processing,Direct Bank Transfer,TX,FC-South-04
ORD-001203,CUST-000371,2025-09-24 03:49:00,Delivered,Credit Card,CA,FC-North-05
ORD-001204,CUST-000549,2025-03-30 23:10:00,Delivered,PayPal,WA,FC-West-02
ORD-001205,CUST-000185,2026-06-05 05:01:00,Returned,Buy Now Pay Later,PA,FC-East-01
ORD-001206,CUST-000093,2024-05-07 12:36:00,Shipped,Buy Now Pay Later,OH,FC-South-04
ORD-001207,CUST-000491,2024-06-21 10:11:00,Delivered,Credit Card,PA,FC-Central-03
ORD-001208,CUST-000183,2026-01-25 13:56:00,Delivered,Apple Pay,CA,FC-South-04
ORD-001209,CUST-000190,2024-10-24 12:12:00,Delivered,PayPal,CO,FC-Central-03
